Category;Joke title;Joke; Rounded length of joke in tens of chars;;;
Work;Ben Bailey: Interview Rule;So the rule is, if you screw up just one too many job interviews, you become a stand-up comedian.;10;;;
Work;When Can I Get That Haircut?;"A shady-looking guy sticks his head into a barbershop and asks, ""How long before I can get a haircut?""

The barber looks around the shop and says, ""About two hours."" The guy smiles and leaves.

The barber looks over at a friend in the shop and says, ""Hey, Bill, follow that guy and see where he goes."" In a little while, Bill comes back into the shop.

""Bill, where did he go when he left here?""

""To your house.""";41;;;
Work;Karen Bergreen: Starbucks Slogan;Ya know, Starbucks keeps popping up all over the place, and they don't have a slogan yet. So I thought of one for them. Let's see if you guys like it: 'It's really expensive, but the line is long.';20;;;
Work;Maria Bamford: Fulfilling Potential;I'm afraid that fulfilling my potential would really cut into my sitting around time.;8;;;
Work;The Vacuum Business Sucks;"A vacuum salesman goes door-to-door in a new neighborhood. When a woman answers the door at the first house, the salesman walks right in and drops cow patties on her floor.

He says, ""Ma'am, just to show you how confident I am in the quality of my vacuums, I'll eat whatever the vacuum doesn't pick up.""

The woman smiles and asks, ""Could I get you some ketchup with that?""

The salesman scoffs confidently and says, ""I assure you my vacuums have more power than any other on the market today!""

The woman replies, ""Well, that may be so, but we just moved in and the electricity isn't turned on yet.""";60;;;
Work;Brendon Walsh: Bathroom Break;Ever been at your job and you get so bored and sick of doing it that you just go to the bathroom to hang out? You don't even need to go. You just want a change of scenery for a little bit.;19;;;
Work;Kyle Grooms: Fired After 30 Years;I knew some people who lost their jobs after 30 years of work. They went in their cubicle, and they had a note that said, 'Get yo' ass out.' And they're like, 'Get yo' ass out -- what is this? What am I supposed to do?' 'Uh, you supposed to get yo' ass out.' 'But I been here 30 years.' 'We'll give you 30 minutes.' 'What about job security?' 'They'll be up here in five.';37;;;
Work;Waitress;"What is the difference between a waitress and a   toilet seat?        

A toilet waits on one a**hole at a time.";11;;;
Work;Ardal O'Hanlon: Siesta;I think there should be a Spanish-style siesta in this country -- from about half 11 in the morning until Thursday.;12;;;
Work;Bill Burr: Working in the Warehouse;I used to always work in, like, warehouses, because if my boss gave me a rough time, I could just get on a forklift and just, like, drive away from him.;15;;;
Work;Liam McEneaney: Sensual Harassment;I'm into something called 'sensual harassment.' It's a lot like sexual harassment, but it lasts eight hours.;11;;;
Work;A Lawyer and A Politician;"What do you get when you cross a corrupt lawyer with a crooked politician?    


Chelsea Clinton.";10;;;
Work;Dan Cummins: Tough Jobs;I worked briefly as a ventriloquist mime. Yeah, it's a tough bracket. I found out the only thing people want to pay less to see than a guy who doesn't talk, is a guy who doesn't talk who holds a puppet he also pretends to make not talk. It's just creepy and completely unnecessary.;28;;;
Work;Dirty Tricks;"A man came home from work one day to find his wife sitting on the front porch with her bags packed. 

He asked her where she was going, and she replied, ""I'm going to Las Vegas. I just found out that as a woman, I can make $400 a night doing what I do with you for free.""

He went into the house, packed his bags and returned to the porch.

His wife said, ""And just where do you think you are going?""

""I''m going, too!"" he replied.

""Why?"" she asked. 

""I want to see how you are going to live on $800 a year!""";51;;;
Work;Carol Leifer: Can't Call in sick;Stand-up comedy -- I love this job, and I gotta tell you, folks -- knock wood -- it's been working. 'Cause I was one of those kind of people, even when I had a regular job, I couldn't even call in sick right. You know, I was like, 'Hello? Yeah, I can't come in today. I have scurvy.';28;;;
Work;Maria Bamford: Incoming Calls;My supervisor -- let's call him Greenbean -- said that there were certain bigwigs who you should never put on hold, certain VIPs who you should never put on hold, and I could never remember who those people were. So, I put everyone on hold and I conferenced them, and I let them sort it out amongst themselves.;31;;;
Work;Pam Matteson: Before Stand-Up;I guess you're all wondering, 'What did you do, Pam, before you were a stand-up?' I was a slut.;10;;;
Work;Becky Pedigo: Overachievers;I was having a conversation with someone the other day, and they said, 'Well, you know how we overachievers are.' No, I don't.;13;;;
Work;Lewis Black: Super Bowl Commercials;Some of the commercials are spectacular. They're extraordinary. They're like mystery stories. You don't even know what they're selling until the very end: three rabbits are on a log, and one of them goes home and hangs himself -- 'Buy a bike!';24;;;
Work;Tess: Blame the Feminists;I never really wanted to work. I blame this whole working craze on the feminists, that's who I blame it on. I don't know who put them in charge. Ladies, I hope you realize we could be at home, resting, right now, if it wasn't for their asses.;24;;;
Work;Pete Holmes: Employee Discount;What do you think the employee discount is at the Dollar Store? Do you think it's 'just take it'?;10;;;
Work;T. Sean Shannon: Workaholic Dad;My dad is a workaholic. He works all the time. I lucked out -- that skips generations.;9;;;
Work;Laura Kightlinger: How Was Your Weekend?;There was this woman that I used to work with, and every Monday -- didn't talk to me during the week -- but every Monday she'd say, 'How was your weekend? How's your weekend?' And then I said, 'Oh, not good. I accidentally killed a man.' And she said, 'Oh, you should have called me! We went antiquing.';30;;;
Work;Written Job Application;"Two young men with equal qualifications apply for the same job. In order to determine which individual to hire, the manager gives them a written test.

Both men score nine out of 10 on the test; however, the manager decides to go with the first applicant.

""Why would you do that?"" asks the rejected second  applicant. ""We both got nine questions correct.""

""Your fellow applicant wrote 'I don't know' for question five. You put down, 'Neither do I.'""";45;;;
Work;Robert Mac: Day Jobs;You know what's cool about the day job? Me either.;5;;;
Work;Roz G: Stupid Questions From Supervisors;"I used to get up and go to work; I just don't like supervisors. Supervisors are always asking you stupid questions: 'Why you always late for work?' I'm like, ''Cause it make the day go faster. The later I get here, the quicker this end.'";24;;;
Work;Maria Bamford: A Lip Performance Color;I need a lip color that keeps up with my busy schedule. In the time it takes to notice the wide discrepancy between my salary and that of my male peers, I'd have to reapply.;17;;;
Work;Blonde Loses Sweet Job;"Q: Why did the blonde get fired from her job at the M&M factory? 

A: She threw away all the W&W's.";10;;;
Work;Martha Kelly: Preparing for Office Work;It's been a couple of years since I actually worked in an office, so I thought I should do something to prepare to get back into the typing, filing and phone answering, and what not. So what I did was I had a friend of mine go with me down to the local swimming pool, and I had him tie me up in a burlap sack and sink me to the bottom of the pool. And then just as I was about to suffocate, he yanked me up and gave me a lunch break.;43;;;
Work;Neal Brennan: Shut It Down;If you work in porn, I don't know if you and your coworkers know this, but we have enough porn. You don't have to keep making it. You did a great job, we appreciate your service, but you can shut it down.;20;;;
Work;Rod Man: Eight-Hour Worker;I'm not a good eight-hour worker because I don't think you should have to be around people that long that you don't know. That's not a good thing. You be like, 'I don't know these people. Why am I here this long? I don't think it takes eight hours to do nothing. We should not be around each other this long.';31;;;
Work;Why I Am So Tired;"For a couple years I've been blaming it on iron poor blood, lack of vitamins, dieting and a dozen other maladies. Now I found out the real reason.  I'm tired because I'm overworked. 

The population of this country is 237 million. 104 million are retired. That leaves 133 million to do the work.

There are 85 million in school, which leave 48 million to do the work.

Of this, there are 29 million employed by the federal government.

This leaves 19 million to do the work.

Four million are in the Armed Forces, which leaves 15 million to do the work.

Take from the total the 14,800,000 people who work for State and City Government and that leaves 200,000 to do the work.

There are 188,000 in hospitals, so that leaves 12,000 to do the work.

Now, there are 11,998 people in Prisons. That leaves just two people to do the work.

You and me . . . and you're sitting there reading jokes.";89;;;
Work;Top Ten... Sleeping at Desk;"
10)  ''They told me at the blood bank this might happen.'' 
 

9) ''This is just a 15 minute power-nap like they raved about in that time management course you sent me to.'' 
 

8) ''Whew! Guess I left the top off the Wite-Out.  You probably got here just in time!''  


7) ''I wasn't sleeping!  I was meditating on the mission statement and envisioning a new paradigm.'' 
 

6) ''I was testing my keyboard for drool resistance.'' 
 

5) ''I was doing a highly specific Yoga exercise to relieve work-related stess.  Do you discriminate toward people who practice Yoga?'' 
 

4) ''Dang!  Why did you interrupt me?  I had almost figured out a solution to our biggest problem.'' 
 

3) ''The coffee machine is broken...'' 
 

2) ''Someone must have put decaf in the wrong pot...''  


1) ''.....in Jesus' name, Amen.''";82;;;
Work;Maria Bamford: You Do So Much;"My friends from L.A. stop me and say, 'Maria, you already do so much. You make people laugh; it's the greatest gift in the world.' I only do that, like, four minutes a day, if it's going well. Maybe in the off-time, I could sponge bathe the dying or just hose things off a little bit.";28;;;
Work;Brendon Walsh: Massive Layoffs;"She gave my penis an awesome nickname. I don't mean to brag, but she used to call my penis 'Microsoft.' I know, right? That's a huge company, dude. That's like one of the biggest, most powerful companies on the planet; it's got millions of employees. Actually, I'll be honest with you folks, before I came here tonight, I laid off a few million employees from Microsoft back at my hotel room.";39;;;
Yo' Mama;Yo' Mama Is So Fat... Hula Hoop;Yo' Mama is so fat, she needed a hula hoop for her wedding ring.;6;;;
Yo' Mama;Yo' Mama Is So Fat... World Hunger;Yo' Mama is so fat, she brought on world hunger.;5;;;
Yo' Mama;Yo' Mama Is So Ugly... Horse;Yo' Mama is so ugly, her face looks like a horse's ass flapping in the breeze.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Playing Pool;Yo' Mama is so fat, she uses a soccer field for a pool table.;6;;;
Yo' Mama;Yo' Mama Is So Old... Black and White;Yo' Mama is so old, she dreams in black and white.;5;;;
Yo' Mama;Yo' Mama Is So Fat... Starving Sumo;Yo' Mama is so fat, she makes sumo wrestlers look malnourished.;6;;;
Yo' Mama;Yo' Mama vs. a Street Walker;"Q: What's the difference between Yo' Mama and a street 

A: Street walkers get more fresh air.";9;;;
Yo' Mama;Yo' Mama Is So Ugly... Bricks;Yo' Mama's so ugly, if ugly were bricks, she could build homes for all the homeless.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Polo Shirt;Yo' Mama is so fat, her Polo shirts come with real horses on the pocket.;7;;;
Yo' Mama;You mama's so stupid... tripped;Your mama's so stupid she tripped over a line on a basketball court.;7;;;
Yo' Mama;Yo' Mama's Teeth... Candy Corn;Yo' Mama's teeth are so rotten, her smile looks like candy corn.;6;;;
Yo' Mama;Things Your Mom Would Never Say to You;"
How on earth can you see the TV sitting so far back?
Yeah, I used to cut class a lot too.
Let me smell that shirt - don't worry, it's good for another week.
Go ahead and keep that stray dog, honey. I'll be glad to feed and walk him every day.
That outfit isn't sexy enough, here, unbutton your blouse.
Why don't you hitchhike?  It would totally be cheaper.
The curfew is just a general time to shoot for. It's not like I'm running a prison around here.
Don't clean your room so often.  It makes the rest of the house look bad. 
Can I borrow your new speed metal CDs?
Naw, you don't have to call me, I'll eventually figure it out if you're in trouble.";65;;;
Yo' Mama;Yo' Mama Is So Fat... Thong;Yo' Mama is so fat, you can use her thong as a hammock.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Dating Yo' Dad;Yo' Mama is so ugly, yo' dad only takes her out on Halloween.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Full Sweaters;Yo' Mama is so fat, instead lint in her belly button, she's gathered full sweaters.;8;;;
Yo' Mama;Yo' Mama Is So Stupid... Free Press;Yo' Mama is so stupid, she stole the free press.;5;;;
Yo' Mama;Yo' Mama Is So Ugly... Treasure;Yo' Mama is so ugly, when she was born, her mama called her a treasure, so her daddy offered to bury her.;10;;;
Yo' Mama;Yo' Mama Is So Fat... Telephone Company;Yo' Mama is so fat, the telephone company gave her two area codes.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Ski Slope;Yo' Mama is so fat, people use her butt cheeks for a ski slope.;6;;;
Yo' Mama;Yo' Mama Is So Skanky... Toothpick;Yo' Mama is so skanky, she can make out with a toothpick in her mouth.;7;;;
Yo' Mama;Yo' Mama Is So Poor... Army;Yo' Mama is so poor, she joined the Army to get a haircut.;6;;;
Yo' Mama;Yo' Mama Is So Old... Fred Flintstone;Yo' Mama is so old, she used to work with Fred Flintstone.;6;;;
Yo' Mama;Yo' Mama Is So Old... Dead Sea;Yo' Mama is so old, she calls her waterbed the Dead Sea.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Earth;Yo' Mama is so fat, she tried to jump rope and knocked the Earth out of orbit.;8;;;
Yo' Mama;Yo' Mama Is So Old... Breast Feeding;Yo' Mama's so old, when she breast feeds, powdered milk comes out.;7;;;
Yo' Mama;Yo Mama... B#$%*;Yo Mama's such a bitch, PMS cheers her up.;4;;;
Yo' Mama;Yo' Mama Is So Stupid... Speed Limit;Yo' Mama is so stupid, when the officer told her she broke the speed limit, she offered to fix it.;10;;;
Yo' Mama;Yo' Mama Is So Poor... Hot Meal;Yo' Mama is so poor, the last time she had a hot meal was when a rich man farted.;8;;;
Yo' Mama;Yo' Mama Is So Stupid... Glass Wall;Yo' Mama is so stupid, she climbed a glass wall to see what was on the other side.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Hot Dogs;Yo' Mama is so fat, the back of her neck looks like a package of hot dogs.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Army;"Yo' Mama is so fat, when she joined the army, her nickname was ""Trenches.""";7;;;
Yo' Mama;Yo' Mama Is So Old... Dinosaur;"Yo' Mama is so old, she was the only dinosaur they didn't have to animate for ""Jurassic Park.""";9;;;
Yo' Mama;Yo mama's So Stupid...Peep Hole;Yo' mama so stupid, she bought a glass door with a peephole.;6;;;
Yo' Mama;Yo' Mama's Head Is So Big... Dreams;Yo' Mama's head is so big, she dreams in IMAX.;5;;;
Yo' Mama;Yo' Mama Is So Fat... Bazooka;Yo' Mama is so fat, she puts in tampons with a bazooka.;6;;;
Yo' Mama;Yo' Mama Is Like... Ass Hair;Yo' Mama is like ass hair: totally useless and full of sh*t.;6;;;
Yo' Mama;Yo' Mama Is So Fat... World Wildlife Foundation;Yo' Mama is so fat, the World Wildlife Foundation gave her a grant for her liposuction.;9;;;
Yo' Mama;Yo Mama's So Old... Hour;Yo' mama so old, I had to poke around for an hour to find the right wrinkle.;8;;;
Yo' Mama;Yo' Mama Is so Ugly... Cigarette Butts;Yo' Mama is so ugly, I've seen better lookin' butts in an ashtray.;7;;;
Yo' Mama;Yo' Mama Is So Skanky... Safe Sex;Yo' Mama is so skanky, her idea of safe sex is to lock the car doors.;7;;;
Yo' Mama;Yo' Mama Is So Poor... Grocery Store;Yo' Mama is so poor, she only goes to the grocery store for free samples.;7;;;
Yo' Mama;Yo' Mama Is So Ghetto... Rims;Yo' Mama is so ghetto, her rims cost more than her car.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Ice Cubes;Yo' Mama is so stupid, she needs a recipe to make ice cubes.;6;;;
Yo' Mama;Yo mama's so ghetto... wheelies;Yo mama is so ghetto, she does wheelies in her 10 speed.;6;;;
Yo' Mama;Yo' Mama Is So Poor... Jack-O-Lantern;Yo' Mama is so poor, my jack-o-lantern gets better dental work then she does.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Long Distance;Yo' Mama is so fat, she has to make a long distance call to talk to herself.;8;;;
Yo' Mama;Yo' Mama Is So Nasty... Axis of Evil;Yo' Mama is so nasty, her vagina's in the Axis of Evil.;6;;;
Yo' Mama;Yo' Mama Is So Short... Racquetball;Yo' Mama is so short, she plays racquetball on the curb.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... How to Read;Yo' Mama is so stupid, she bought a book on how to read.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Baboon;Yo' Mama is so ugly, she's going to be in trouble when the baboon wants its ass back.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Goodyear;Yo' Mama is so fat, Goodyear wanted to fly her over the Super Bowl.;7;;;
Yo' Mama;Yo' Mama Is So Short... Track & Field;Yo' Mama is so short, she has to pole vault into bed at night.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Mayonnaise;Yo' Mama is so fat, she puts mayonnaise on aspirin.;5;;;
Yo' Mama;Yo Mama Refrigerator;Yo Mama is like a refrigerator.  Meat goes in and out all day.;6;;;
Yo' Mama;Yo' Sister Is So Ugly... Yo' Mama;Yo' sister is so ugly, I thought she was Yo' Mama.;5;;;
Yo' Mama;Yo' Mama Is So Ugly... Rainbows;Yo' Mama is so ugly, she makes rainbows sad.;4;;;
Yo' Mama;Yo' Mama Is So Stupid... Remote Control;Yo' Mama is so stupid, she took her remote control to the movies.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Animal Crackers;Yo' Mama is so ugly, they use her face to make animal crackers.;6;;;
Yo' Mama;Yo' Mama's House... Roach Ride;Yo' Mama's house is so dirty, the roaches ride around in ATVs.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Hopscotch;Yo' Mama is so fat, she plays hopscotch like this: Mercury, Venus, Earth, Mars... .;8;;;
Yo' Mama;Yo' Mama Is So Stanky... Trash;Yo' Mama is so stanky, when she walks by, trash plugs its nose.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Nose Hair;Yo' Mama is so fat, she trims her nose hair with a weed whacker.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Needle;Yo' Mama is so stupid, she couldn't find a needle in a needle stack.;7;;;
Yo' Mama;Yo' Mama Is So Old... Titties Off;Yo' Mama is so old, when I slapped her on the back, her boobs fell off.;7;;;
Yo' Mama;Yo' Mama Is So Poor... Rock;Yo' Mama is so poor, I threw a rock through her window and hit everyone inside.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Tidal Wave;Yo' Mama is so fat, when she wears blue, she looks like a tidal wave.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Bacon Fat;Yo' Mama is so fat, she sweats bacon grease.;4;;;
Yo' Mama;Yo' Mama Is So Old... Resident;Yo' Mama is so old, she got mistaken for a lost resident by the cemetery keeper.;8;;;
Yo' Mama;Yo' Mama Is So Ugly... Fear;Yo' Mama is so ugly, I can't even describe her 'cause I'm too scared to look.;8;;;
Yo' Mama;Yo' Mama Is So Poor... Marriage;Yo' Mama is so poor, she got married for the rice.;5;;;
Yo' Mama;Yo' Mama Is So Fat... Chef Boyardee;Yo' Mama is so fat, she masturbates to a naked picture of Chef Boyardee.;7;;;
Yo' Mama;Yo' Mama Is So Short... Rains;Yo' Mama is so short, she's the last one to know when it rains.;6;;;
Yo' Mama;Yo' Mama Is So Old... Dreams;Yo' Mama is so old, she dreams in black and white.;5;;;
Yo' Mama;Yo' Mama's Teeth... Jail;Yo' Mama has so many gaps in her teeth, it looks like her tongue is in jail.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Missing Navel;Yo' Mama is so fat, they sent out a search party to find her belly button.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Both Sides;Yo' Mama is so fat, she falls out of bed on both sides.;6;;;
Yo' Mama;Yo' Mama Is So Dumb... Motorcycle;Yo' Mama is so dumb, she locked her keys inside her motorcycle.;6;;;
Yo' Mama;Yo mama's So Old...Social Security;Yo' mama so old, her social security number is two!;5;;;
Yo' Mama;Yo' Mama Is So Fat... Great Outdoors;Yo' Mama is so fat, she got stuck in the great outdoors.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Light;Yo' Mama is so stupid, she turns on the light to see if it's dark outside.;7;;;
Yo' Mama;Yo' Mama Is Such a Drunk... Martinis;Yo' Mama is such a drunk, if it weren't for the olives in martinis, she would starve.;8;;;
Yo' Mama;Yo' Mama vs. Secondhand Dartboard;"Q: What's the difference between Yo' Mama and a dartboard?

A: Yo' Mama's had more pricks.";9;;;
Yo' Mama;Yo' Mama Is So Fat... Google Maps;Yo' Mama is so fat, you can spot her on Google Maps.;5;;;
Yo' Mama;Yo' Mama Is So Nasty... Bio-Weapons;Yo' Mama is so nasty, her farts are classified as biological weapons.;7;;;
Yo' Mama;Picture Perfect;Yo mama so fat, her portrait fell off the wall;5;;;
Yo' Mama;Yo mama's So Stupid...Wall;Yo' mama so stupid, she climbed over a glass wall to see what was on the other side.;8;;;
Yo' Mama;Yo' Mama Is So Ugly... Shadow;Yo' Mama is so ugly, her shadow runs away from her.;5;;;
Yo' Mama;Yo' Mama Is So Stupid... Ribbed Condom;Yo' Mama is so stupid, she thought a ribbed condom was soul food.;6;;;
Yo' Mama;Yo' Mama Is Like... Virus;Yo' Mama is like a virus, if she spreads, we're all screwed.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Window Seat;Yo' Mama is so stupid, she didn't want the window seat on her flight because she thought the breeze might mess up her hair.;12;;;
Yo' Mama;Yo' Mama Is So Fat... Steamroller;Yo' Mama is so fat, she irons her clothes with a steamroller.;6;;;
Yo' Mama;Yo' Mama's Teeth... Sneeze;Yo' Mama's teeth are so big, she stabs herself in the chest whenever she sneezes.;8;;;
Yo' Mama;Yo' Mama Is Like... Vacuum Cleaner;Yo' Mama is like a vacuum cleaner: she sucks, blows, and gets rolled in the closet.;8;;;
Yo' Mama;Yo' Mama's Teeth... Gate;Yo' Mama's teeth are so gapped, she uses a gate for braces.;6;;;
Yo' Mama;Yo mama's So Stupid...Antiques;"Yo' mama so stupid, she walked into an antique shop and asked ""What's new?""";8;;;
Yo' Mama;Yo' Mama Is Like... McDonald's;Yo' Mama is like McDonald's: over 90 billion served.;5;;;
Yo' Mama;Yo' Mama Is So Nasty... Petting Zoo;t the petting zoo make her wear gloves.;4;;;
Yo' Mama;Yo' Mama Is So Stupid... Drunk Driving;"Yo' Mama is so stupid, when she was pulled over for drunk driving and asked to walk a line, she said, ""Which one?""";11;;;
Yo' Mama;Yo' Mama Is So Stupid... Price Check;Yo' Mama is so stupid, she asked for a price check at the 99 cent store.;7;;;
Yo' Mama;Yo' Mama Is So Hairy... Barber;Yo' Mama is so hairy, she goes to the barber for a chest trim.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Smashed TV;Yo' Mama is so stupid, she smashed open her TV hoping to find a TV dinner.;7;;;
Yo' Mama;Yo' Mama Is So Ugly... Zoo;Yo' Mama is so ugly, when I took her to the zoo, the security guard thanked me for bringing her back.;10;;;
Yo' Mama;Yo' Mama Is So Ugly... Tail;Yo' Mama is so ugly, the last time I saw something that looked like her, I pinned a tail on it.;10;;;
Yo' Mama;Yo' Mama Is So Fat... Grease the Door;Yo' Mama is so fat, you have to grease the door frame and hold a Twinkie on the other side just to get her through.;12;;;
Yo' Mama;Yo' Mama Is So Stupid... Ventilation;Yo' Mama is so stupid, she invented a ventilated condom.;6;;;
Yo' Mama;Yo' Mama Is Like... Postage Stamp;Yo' Mama is like a postage stamp: you lick, you stick, you send her away.;7;;;
Yo' Mama;Yo' Mama Is So Poor... Luggage;Yo' Mama is so poor, she uses garbage bags for luggage.;6;;;
Yo' Mama;Yo' Mama Is So Hairy... Bigfoot;Yo' Mama is so hairy, when she went into the woods, Bigfoot took pictures of her.;8;;;
Yo' Mama;Yo' Mama Is Like... Bus;Yo' Mama is like a bus: she's big, she stinks, and it's only a dollar to ride.;8;;;
Yo' Mama;Yo' Mama Is So Stupid... Voting;Yo' Mama is so stupid, she voted for a pit bull wearing lipstick.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Marathon;Yo' Mama is so fat, she won a marathon because no one could fit by her on the street.;8;;;
Yo' Mama;Yo' Mama Is So Stupid... Order in the Court;"Yo' Mama is so stupid, when they said, ""Order in the court,"" she asked for fries and a shake.";9;;;
Yo' Mama;Yo' Mama Is So Stupid... Useless;Yo' Mama is so stupid, she's as useless as a screen door on a submarine.;7;;;
Yo' Mama;Poppa is a Brand New Bag;Yo' daddy's so ugly, when he looked out the window he was arrested for mooning!;8;;;
Yo' Mama;Yo' Mama Is So Old... Jesus;Yo' Mama is so old, she's got a Bible autographed by Jesus.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Looks Lottery;Yo' Mama is so ugly, when God was giving out looks, she must've been petting a bulldog.;9;;;
Yo' Mama;Yo mama's So Old,..Driver's Test;Yo' mama so old, she took her driver's test on a T-Rex!;6;;;
Yo' Mama;Yo' Mama Is So Dirty... Armpits;Yo' Mama is so dirty, her teachers gave her A's just for not raising her hand.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Stadium Seating;Yo' Mama is so fat, when she goes to a stadium, she sits next to everybody.;8;;;
Yo' Mama;Yo' Mama Is So Fat... Monster Truck;"Yo' Mama is so fat, she got hit by a monster truck and said, ""Who pushed me?""";8;;;
Yo' Mama;Yo' Mama Is So Fat... Break It Up;"Yo' Mama is so fat, when the cops see her on a street corner, they yell, ""Hey you guys, break it up!""";10;;;
Yo' Mama;You're So Ugly... Drunk;You're so ugly, Yo' Mama had to be drunk to breastfeed you.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Stock Market;Yo' Mama is so fat, when she skips a meal, the stock market drops.;7;;;
Yo' Mama;Yo' Mama Is So Fat... Balanced Meal;Yo' Mama is so fat, she thinks a balanced meal is a cheeseburger in each hand.;8;;;
Yo' Mama;Yo' Mama Is So Poor... Food Stamp;Yo' Mama is so poor, her face is on the food stamp.;5;;;
Yo' Mama;Yo' Mama Is So Fat... Belt;Yo' Mama is so fat, she has to put her belt on with a boomerang.;6;;;
Yo' Mama;Yo' Mama Is So Fat... Shadow Protection;Yo' Mama is so fat, her shadow is used for the witness protection program.;7;;;
Yo' Mama;Yo' Mama Is So Old... Last Supper;Yo' Mama is so old, she was a waitress at the Last Supper.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Haircut;Yo' Mama is so stupid, she put a band-aid on her haircut.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Doctor;Yo' Mama is so stupid, she went to the doctor for a home pregnancy test.;7;;;
Yo' Mama;Yo' Mama Is So Ugly... Nuts;Yo' Mama is so ugly, she can only grow hair on her nuts.;6;;;
Yo' Mama;Yo' Mama Is So Hairy... Coconuts;Yo' Mama is so hairy, her breasts look like coconuts.;5;;;
Yo' Mama;Yo Mama's So Fat... VCR;Yo' mama so fat, she uses a VCR as a beeper!;4;;;
Yo' Mama;Yo' Mama Is So Fat... Leather;Yo' Mama is so fat, she when wears leather pants to a party, people sit on her booty thinking it's a couch.;11;;;
Yo' Mama;Yo' Mama Is So Old... History Class;Yo' Mama is so old, when she went to school, they didn't have a history class yet.;8;;;
Yo' Mama;Yo' Mama Is So Stupid... Cliff;Yo' Mama is so stupid, she jumped off a cliff and stopped for directions.;7;;;
Yo' Mama;Yo mama's...Bad Cooking;Your mama's cooking is so bad, that  the flies pitched in to fix the screen door.;8;;;
Yo' Mama;Yo mama's So Fat;Yo' mama so fat, that when she wears a yellow rain jacket, people think she's a taxi cab.;9;;;
Yo' Mama;Yo' Mama Is So Fat... To the Top;Yo' Mama is so fat, yo' daddy needs a Sherpa to help get him on top.;7;;;
Yo' Mama;Yo' Mama Is So Ugly... Looks Up;Yo' Mama is so ugly, when she looks up, it starts to rain.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Bathroom;Yo' Mama is so stupid, she got locked in a bathroom and peed her pants.;7;;;
Yo' Mama;Yo mama's so fat... two buses;Yo mama's so fat she uses two greyhound buses as rollerblades.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Spitball;Yo' Mama is so stupid, she thought spitball was a sport.;6;;;
Yo' Mama;Yo' Mama Is So Ugly... Rice Krispies;Yo' Mama is so ugly, not even her Rice Krispies will talk to her.;6;;;
Yo' Mama;Yo Mama's Like a Chipmunk;Yo' mama's like a chipmunk, her cheeks are always packed full of nuts!;7;;;
Yo' Mama;Yo' Mama Is So Poor... Chuck E. Cheese;Yo' Mama is so poor, she strips at Chuck E. Cheese for tokens.;6;;;
Yo' Mama;Yo' Mama Is So Stupid... Cow;Yo' Mama is so stupid, she went up to a cow and asked for 2%.;6;;;
Yo' Mama;Yo' Mama Is So Poor... Garbage Truck;Yo' Mama is so poor, she chases the garbage truck with a grocery list.;7;;;
Yo' Mama;Yo' Mama Is So Stanky... Deodorant;Yo' Mama is so stanky, her Sure deodorant got confused and her Secret deodorant told on her.;9;;;
Yo' Mama;Yo' Mama Is So Old... Sour Cream;Yo' Mama is so old, she has sour cream in her boobs.;5;;;
Yo' Mama;Yo mama's...Kidnappers;Yo Mama is so ugly when she was kidnapped her mother sent the kidnappers a thank you card!;9;;;
Yo' Mama;Yo' Mama Is So Ugly... Hair Line;Yo' Mama is so ugly, her hairline is receding just to get away from her face.;8;;;
Yo' Mama;Yo' Mama Is So Short... Trophies;Yo' Mama is so short, she models for trophies.;5;;;
Yo' Mama;Yo' Mama Is So Dumb... Rehab;Yo' Mama is so dumb, she went to rehab because she was hooked on phonics.;7;;;
